time_UT,azimuth_deg,elevation_deg
23:34:00,255.0,15.0
23:35:00,255.0,20.0
23:36:00,250.0,20.0
23:37:00,245.0,20.0
23:38:00,240.0,20.0
23:39:00,235.0,20.0
23:40:00,230.0,20.0
23:41:00,225.0,20.0
23:42:00,220.0,20.0
23:43:00,215.0,20.0
23:44:00,210.0,20.0
23:45:00,205.0,20.0
23:46:00,200.0,20.0
23:47:00,195.0,20.0
23:48:00,190.0,20.0
23:49:00,185.0,20.0
23:50:00,180.0,20.0
23:51:00,175.0,20.0
23:52:00,170.0,20.0
23:53:00,165.0,20.0
23:54:00,160.0,20.0
23:55:00,155.0,20.0
23:56:00,150.0,20.0
23:57:00,145.0,20.0
23:58:00,140.0,20.0
23:59:00,135.0,20.0
00:00:00,130.0,20.0
00:01:00,125.0,20.0
00:02:00,120.0,20.0
00:03:00,115.0,20.0
00:04:00,110.0,20.0
00:05:00,105.0,20.0
00:06:00,105.0,25.0
00:07:00,110.0,25.0
00:08:00,115.0,25.0
00:09:00,120.0,25.0
00:10:00,125.0,25.0
00:11:00,130.0,25.0
00:12:00,135.0,25.0
00:13:00,140.0,25.0
00:14:00,145.0,25.0
00:15:00,150.0,25.0
00:16:00,155.0,25.0
00:17:00,160.0,25.0
00:18:00,165.0,25.0
00:19:00,170.0,25.0
00:20:00,175.0,25.0
00:21:00,180.0,25.0
00:22:00,185.0,25.0
00:23:00,190.0,25.0
00:24:00,195.0,25.0
00:25:00,200.0,25.0
00:26:00,205.0,25.0
00:27:00,210.0,25.0
00:28:00,215.0,25.0
00:29:00,220.0,25.0
00:30:00,225.0,25.0
00:31:00,230.0,25.0
00:32:00,235.0,25.0
00:33:00,240.0,25.0
00:34:00,245.0,25.0
00:35:00,250.0,25.0
00:36:00,255.0,25.0
00:37:00,255.0,30.0
00:38:00,250.0,30.0
00:39:00,245.0,30.0
00:40:00,240.0,30.0
00:41:00,235.0,30.0
00:42:00,230.0,30.0
00:43:00,225.0,30.0
00:44:00,220.0,30.0
00:45:00,215.0,30.0
00:46:00,210.0,30.0
00:47:00,205.0,30.0
00:48:00,200.0,30.0
00:49:00,195.0,30.0
00:50:00,190.0,30.0
00:51:00,185.0,30.0
00:52:00,180.0,30.0
00:53:00,175.0,30.0
00:54:00,170.0,30.0
00:55:00,165.0,30.0
00:56:00,160.0,30.0
00:57:00,155.0,30.0
00:58:00,150.0,30.0
00:59:00,145.0,30.0
01:00:00,140.0,30.0
01:01:00,135.0,30.0
01:02:00,130.0,30.0
01:03:00,125.0,30.0
01:04:00,120.0,30.0
01:05:00,115.0,30.0
01:06:00,110.0,30.0
01:07:00,105.0,30.0
01:08:00,105.0,35.0
01:09:00,110.0,35.0
01:10:00,115.0,35.0
01:11:00,120.0,35.0
01:12:00,125.0,35.0
01:13:00,130.0,35.0
01:14:00,135.0,35.0
01:15:00,140.0,35.0
01:16:00,145.0,35.0
01:17:00,150.0,35.0
01:18:00,155.0,35.0
01:19:00,160.0,35.0
01:20:00,165.0,35.0
01:21:00,170.0,35.0
01:22:00,175.0,35.0
01:23:00,180.0,35.0
01:24:00,185.0,35.0
01:25:00,190.0,35.0
01:26:00,195.0,35.0
01:27:00,200.0,35.0
01:28:00,205.0,35.0
01:29:00,210.0,35.0
01:30:00,215.0,35.0
01:31:00,220.0,35.0
01:32:00,225.0,35.0
01:33:00,230.0,35.0
01:34:00,235.0,35.0
01:35:00,240.0,35.0
01:36:00,245.0,35.0
01:37:00,250.0,35.0
01:38:00,255.0,35.0
01:39:00,255.0,40.0
01:40:00,250.0,40.0
01:41:00,245.0,40.0
01:42:00,240.0,40.0
01:43:00,235.0,40.0
01:44:00,230.0,40.0
01:45:00,225.0,40.0
01:46:00,220.0,40.0
01:47:00,215.0,40.0
01:48:00,210.0,40.0
01:49:00,205.0,40.0
01:50:00,200.0,40.0
01:51:00,195.0,40.0
01:52:00,190.0,40.0
01:53:00,185.0,40.0
01:54:00,180.0,40.0
01:55:00,175.0,40.0
01:56:00,170.0,40.0
01:57:00,165.0,40.0
01:58:00,160.0,40.0
01:59:00,155.0,40.0
02:00:00,150.0,40.0
02:01:00,145.0,40.0
02:02:00,140.0,40.0
02:03:00,135.0,40.0
02:04:00,130.0,40.0
02:05:00,125.0,40.0
02:06:00,120.0,40.0
02:07:00,115.0,40.0
02:08:00,110.0,40.0
02:09:00,105.0,40.0
02:10:00,105.0,45.0
02:11:00,110.0,45.0
02:12:00,115.0,45.0
02:13:00,120.0,45.0
02:14:00,125.0,45.0
02:15:00,130.0,45.0
02:16:00,135.0,45.0
02:17:00,140.0,45.0
02:18:00,145.0,45.0
02:19:00,150.0,45.0
02:20:00,155.0,45.0
02:21:00,160.0,45.0
02:22:00,165.0,45.0
02:23:00,170.0,45.0
02:24:00,175.0,45.0
02:25:00,180.0,45.0
02:26:00,185.0,45.0
02:27:00,190.0,45.0
02:28:00,195.0,45.0
02:29:00,200.0,45.0
02:30:00,205.0,45.0
02:31:00,210.0,45.0
02:32:00,215.0,45.0
02:33:00,220.0,45.0
02:34:00,225.0,45.0
02:35:00,230.0,45.0
02:36:00,235.0,45.0
02:37:00,240.0,45.0
02:38:00,245.0,45.0
02:39:00,250.0,45.0
02:40:00,255.0,45.0
02:41:00,255.0,50.0
02:42:00,250.0,50.0
02:43:00,245.0,50.0
02:44:00,240.0,50.0
02:45:00,235.0,50.0
02:46:00,230.0,50.0
02:47:00,225.0,50.0
02:48:00,220.0,50.0
02:49:00,215.0,50.0
02:50:00,210.0,50.0
02:51:00,205.0,50.0
02:52:00,200.0,50.0
02:53:00,195.0,50.0
02:54:00,190.0,50.0
02:55:00,185.0,50.0
02:56:00,180.0,50.0
02:57:00,175.0,50.0
02:58:00,170.0,50.0
02:59:00,165.0,50.0
03:00:00,160.0,50.0
03:01:00,155.0,50.0
03:02:00,150.0,50.0
03:03:00,145.0,50.0
03:04:00,140.0,50.0
03:05:00,135.0,50.0
03:06:00,130.0,50.0
03:07:00,125.0,50.0
03:08:00,120.0,50.0
03:09:00,115.0,50.0
03:10:00,110.0,50.0
03:11:00,105.0,50.0
03:12:00,105.0,55.0
03:13:00,110.0,55.0
03:14:00,115.0,55.0
03:15:00,120.0,55.0
03:16:00,125.0,55.0
03:17:00,130.0,55.0
03:18:00,135.0,55.0
03:19:00,140.0,55.0
03:20:00,145.0,55.0
03:21:00,150.0,55.0
03:22:00,155.0,55.0
03:23:00,160.0,55.0
03:24:00,165.0,55.0
03:25:00,170.0,55.0
03:26:00,175.0,55.0
03:27:00,180.0,55.0
03:28:00,185.0,55.0
03:29:00,190.0,55.0
03:30:00,195.0,55.0
03:31:00,200.0,55.0
03:32:00,205.0,55.0
03:33:00,210.0,55.0
03:34:00,215.0,55.0
03:35:00,220.0,55.0
03:36:00,225.0,55.0
03:37:00,230.0,55.0
03:38:00,235.0,55.0
03:39:00,240.0,55.0
03:40:00,245.0,55.0
03:41:00,250.0,55.0
03:42:00,255.0,55.0
03:43:00,255.0,60.0
03:44:00,250.0,60.0
03:45:00,245.0,60.0
03:46:00,240.0,60.0
03:47:00,235.0,60.0
03:48:00,230.0,60.0
03:49:00,225.0,60.0
03:50:00,220.0,60.0
03:51:00,215.0,60.0
03:52:00,210.0,60.0
03:53:00,205.0,60.0
03:54:00,200.0,60.0
03:55:00,195.0,60.0
03:56:00,190.0,60.0
03:57:00,185.0,60.0
03:58:00,180.0,60.0
03:59:00,175.0,60.0
04:00:00,170.0,60.0
04:01:00,165.0,60.0
04:02:00,160.0,60.0
04:03:00,155.0,60.0
04:04:00,150.0,60.0
04:05:00,145.0,60.0
04:06:00,140.0,60.0
04:07:00,135.0,60.0
04:08:00,130.0,60.0
04:09:00,125.0,60.0
04:10:00,120.0,60.0
04:11:00,115.0,60.0
04:12:00,110.0,60.0
04:13:00,105.0,60.0
04:14:00,105.0,65.0
04:15:00,110.0,65.0
04:16:00,115.0,65.0
04:17:00,120.0,65.0
04:18:00,125.0,65.0
04:19:00,130.0,65.0
04:20:00,135.0,65.0
04:21:00,140.0,65.0
04:22:00,145.0,65.0
04:23:00,150.0,65.0
04:24:00,155.0,65.0
04:25:00,160.0,65.0
04:26:00,165.0,65.0
04:27:00,170.0,65.0
04:28:00,175.0,65.0
04:29:00,180.0,65.0
04:30:00,185.0,65.0
04:31:00,190.0,65.0
04:32:00,195.0,65.0
04:33:00,200.0,65.0
04:34:00,205.0,65.0
04:35:00,210.0,65.0
04:36:00,215.0,65.0
04:37:00,220.0,65.0
04:38:00,225.0,65.0
04:39:00,230.0,65.0
04:40:00,235.0,65.0
04:41:00,240.0,65.0
04:42:00,245.0,65.0
04:43:00,250.0,65.0
04:44:00,255.0,65.0
04:45:00,255.0,70.0
04:46:00,250.0,70.0
04:47:00,245.0,70.0
04:48:00,240.0,70.0
04:49:00,235.0,70.0
04:50:00,230.0,70.0
04:51:00,225.0,70.0
04:52:00,220.0,70.0
04:53:00,215.0,70.0
04:54:00,210.0,70.0
04:55:00,205.0,70.0
04:56:00,200.0,70.0
04:57:00,195.0,70.0
04:58:00,190.0,70.0
04:59:00,185.0,70.0
05:00:00,180.0,70.0
05:01:00,175.0,70.0
05:02:00,170.0,70.0
05:03:00,165.0,70.0
05:04:00,160.0,70.0
05:05:00,155.0,70.0
05:06:00,150.0,70.0
05:07:00,145.0,70.0
05:08:00,140.0,70.0
05:09:00,135.0,70.0
05:10:00,130.0,70.0
05:11:00,125.0,70.0
05:12:00,120.0,70.0
05:13:00,115.0,70.0
05:14:00,110.0,70.0
05:15:00,105.0,70.0
05:16:00,105.0,75.0
05:17:00,110.0,75.0
05:18:00,115.0,75.0
05:19:00,120.0,75.0
05:20:00,125.0,75.0
05:21:00,130.0,75.0
05:22:00,135.0,75.0
05:23:00,140.0,75.0
05:24:00,145.0,75.0
05:25:00,150.0,75.0
05:26:00,155.0,75.0
05:27:00,160.0,75.0
05:28:00,165.0,75.0
05:29:00,170.0,75.0
05:30:00,175.0,75.0
05:31:00,180.0,75.0
05:32:00,185.0,75.0
05:33:00,190.0,75.0
05:34:00,195.0,75.0
05:35:00,200.0,75.0
05:36:00,205.0,75.0
05:37:00,210.0,75.0
05:38:00,215.0,75.0
05:39:00,220.0,75.0
05:40:00,225.0,75.0
05:41:00,230.0,75.0
05:42:00,235.0,75.0
05:43:00,240.0,75.0
05:44:00,245.0,75.0
05:45:00,250.0,75.0
05:46:00,255.0,75.0
